id,Order ID,Amount,Profit,Quantity,Category,Sub-Category
612,B25803,536,91,1,Clothing,Trousers
613,B25803,137,5,5,Clothing,Shirt
614,B25803,757,371,2,Electronics,Printers
615,B25803,511,194,3,Furniture,Chairs
616,B25803,185,48,4,Clothing,Stole
617,B25803,765,8,6,Clothing,Saree
618,B25804,156,36,5,Clothing,T-shirt
619,B25804,321,26,3,Electronics,Printers
620,B25805,112,15,2,Furniture,Chairs
621,B25806,632,-114,4,Furniture,Tables
622,B25807,16,6,1,Clothing,Stole
623,B25808,63,17,6,Clothing,Leggings
624,B25808,146,-63,3,Electronics,Electronic Games
625,B25808,59,21,2,Clothing,Stole
626,B25808,210,50,4,Clothing,Hankerchief
627,B25809,154,54,3,Clothing,Hankerchief
628,B25809,53,24,1,Clothing,Hankerchief
629,B25810,26,10,4,Clothing,Hankerchief
630,B25810,1120,199,6,Clothing,Saree
631,B25810,45,6,3,Clothing,Shirt
632,B25810,307,74,3,Electronics,Accessories
633,B25810,92,42,2,Clothing,Stole
634,B25810,29,8,5,Clothing,Hankerchief
635,B25811,126,52,4,Clothing,Hankerchief
636,B25812,259,47,5,Clothing,Hankerchief
637,B25813,911,202,7,Furniture,Chairs
638,B25814,118,35,7,Clothing,T-shirt
639,B25814,462,169,4,Clothing,Saree
640,B25815,35,14,2,Clothing,Stole
641,B25816,391,113,8,Clothing,Stole
642,B25817,743,89,5,Electronics,Printers
643,B25818,75,28,9,Clothing,Hankerchief
644,B25818,36,0,4,Clothing,Kurti
645,B25818,32,11,2,Clothing,Leggings
646,B25818,94,20,2,Furniture,Furnishings
647,B25818,28,14,4,Clothing,Hankerchief
648,B25819,417,49,3,Electronics,Electronic Games
649,B25820,119,1,1,Furniture,Chairs
650,B25821,60,21,4,Clothing,Stole
651,B25821,17,0,1,Clothing,Hankerchief
652,B25821,125,0,3,Electronics,Accessories
653,B25822,34,13,2,Clothing,Saree
654,B25823,2103,322,8,Electronics,Electronic Games
655,B25823,104,2,2,Furniture,Furnishings
656,B25823,59,6,1,Electronics,Accessories
657,B25823,103,50,2,Furniture,Furnishings
658,B25824,101,38,2,Furniture,Furnishings
659,B25825,911,355,5,Electronics,Phones
660,B25825,115,25,6,Clothing,Stole
661,B25825,140,6,5,Clothing,Saree
662,B25826,637,261,2,Electronics,Printers
663,B25827,156,21,3,Furniture,Chairs
664,B25828,537,107,3,Clothing,Saree
665,B25828,15,2,1,Clothing,Leggings
666,B25828,128,-3,3,Clothing,Saree
667,B25828,222,35,5,Clothing,Saree
668,B25829,345,38,7,Clothing,Hankerchief
669,B25830,41,11,6,Clothing,Hankerchief
670,B25830,54,1,2,Clothing,Saree
671,B25830,71,0,8,Clothing,Skirt
672,B25830,93,15,2,Electronics,Accessories
673,B25830,1063,64,7,Electronics,Phones
674,B25830,1954,782,3,Electronics,Phones
675,B25831,693,254,6,Clothing,Saree
676,B25832,504,116,3,Furniture,Bookcases
677,B25833,64,27,5,Clothing,Hankerchief
678,B25833,36,4,9,Clothing,Hankerchief
679,B25833,45,16,3,Clothing,Stole
680,B25834,16,5,1,Clothing,Stole
681,B25835,52,11,5,Clothing,Leggings
682,B25835,27,2,2,Clothing,Leggings
683,B25835,155,26,3,Clothing,Stole
684,B25836,1298,65,9,Electronics,Printers
685,B25837,263,50,5,Clothing,Stole
686,B25838,70,26,5,Clothing,Hankerchief
687,B25838,81,19,7,Clothing,Hankerchief
688,B25838,955,305,3,Electronics,Printers
689,B25838,161,40,3,Clothing,Stole
690,B25839,1250,486,7,Clothing,Saree
691,B25840,246,61,2,Furniture,Bookcases
692,B25840,298,74,2,Furniture,Bookcases
693,B25840,262,64,6,Clothing,Saree
694,B25841,22,11,2,Clothing,Skirt
695,B25842,1543,370,8,Electronics,Printers
696,B25843,50,7,6,Clothing,Skirt
697,B25843,214,30,3,Electronics,Accessories
698,B25843,255,74,5,Clothing,Hankerchief
699,B25843,18,6,3,Clothing,Hankerchief
700,B25843,45,0,2,Clothing,Stole
701,B25844,86,8,2,Clothing,Saree
702,B25845,274,-7,4,Electronics,Phones
703,B25845,82,33,4,Clothing,Kurti
704,B25845,757,371,2,Electronics,Printers
705,B25845,132,54,5,Clothing,Stole
706,B25846,94,7,7,Clothing,Leggings
707,B25847,643,225,2,Electronics,Printers
708,B25847,264,71,10,Furniture,Furnishings
709,B25848,147,21,3,Furniture,Furnishings
710,B25848,16,8,2,Clothing,Hankerchief
711,B25848,648,50,6,Electronics,Electronic Games
712,B25849,336,123,3,Electronics,Phones
713,B25850,45,1,3,Clothing,T-shirt
714,B25850,93,-1,2,Clothing,Hankerchief
715,B25850,52,18,5,Clothing,Leggings
716,B25850,148,24,3,Clothing,Stole
717,B25850,24,1,4,Clothing,Hankerchief
718,B25850,513,215,2,Electronics,Accessories
719,B25850,117,36,2,Clothing,Trousers
720,B25850,916,192,11,Electronics,Phones
721,B25850,485,199,4,Clothing,Saree
722,B25851,10,2,2,Clothing,Hankerchief
723,B25851,300,42,2,Electronics,Printers
724,B25851,57,27,2,Clothing,T-shirt
725,B25851,103,46,2,Clothing,Saree
726,B25851,336,71,3,Furniture,Bookcases
727,B25851,53,24,6,Clothing,Hankerchief
728,B25851,90,29,5,Clothing,T-shirt
729,B25851,62,1,3,Clothing,Saree
730,B25851,135,54,5,Clothing,Kurti
731,B25851,237,47,9,Clothing,T-shirt
732,B25852,320,144,1,Electronics,Printers
733,B25852,24,1,2,Clothing,Hankerchief
734,B25852,45,12,4,Clothing,Hankerchief
735,B25852,97,17,2,Clothing,Stole
736,B25852,50,16,1,Clothing,Stole
737,B25852,869,67,4,Furniture,Tables
738,B25852,105,33,5,Clothing,Kurti
739,B25853,39,16,6,Clothing,Skirt
740,B25853,30,14,3,Clothing,Hankerchief
741,B25853,26,11,2,Clothing,Hankerchief
742,B25853,19,6,2,Clothing,Saree
743,B25853,579,139,3,Electronics,Printers
744,B25853,2093,721,5,Furniture,Chairs
745,B25853,95,11,4,Furniture,Furnishings
746,B25853,128,4,3,Clothing,Saree
747,B25853,199,48,4,Clothing,Stole
748,B25854,149,48,6,Clothing,Stole
749,B25854,436,131,9,Clothing,Hankerchief
750,B25854,76,19,3,Clothing,Hankerchief
751,B25854,88,16,4,Clothing,Stole
752,B25854,342,154,7,Furniture,Furnishings
753,B25854,40,16,3,Clothing,Hankerchief
754,B25854,53,-2,3,Clothing,Saree
755,B25854,381,144,2,Clothing,Saree
756,B25855,829,19,4,Electronics,Printers
757,B25855,442,31,2,Electronics,Electronic Games
758,B25855,90,17,3,Clothing,Hankerchief
759,B25855,98,12,2,Clothing,Hankerchief
760,B25855,61,30,2,Clothing,Hankerchief
761,B25855,1027,441,8,Clothing,Saree
762,B25855,1319,567,5,Electronics,Printers
763,B25855,197,73,1,Furniture,Bookcases
764,B25855,550,242,5,Furniture,Furnishings
765,B25856,74,29,3,Clothing,Stole
766,B25856,10,2,2,Clothing,Skirt
767,B25856,689,90,5,Clothing,Saree
768,B25856,257,3,2,Clothing,Saree
769,B25856,48,6,1,Clothing,Saree
770,B25857,324,39,8,Electronics,Accessories
771,B25857,598,166,4,Furniture,Bookcases
772,B25857,227,59,2,Furniture,Furnishings
773,B25858,22,8,3,Clothing,Hankerchief
774,B25858,29,11,4,Clothing,Skirt
775,B25858,27,5,2,Clothing,Skirt
776,B25858,82,13,2,Clothing,Shirt
777,B25858,294,109,7,Electronics,Accessories
778,B25858,16,0,1,Clothing,Saree
779,B25858,245,30,2,Clothing,Saree
780,B25858,223,27,2,Furniture,Bookcases
781,B25858,2457,665,11,Electronics,Electronic Games
782,B25859,724,253,2,Furniture,Bookcases
783,B25860,112,24,3,Clothing,Kurti
784,B25861,128,4,3,Clothing,Saree
785,B25861,50,3,2,Clothing,Stole
786,B25861,62,6,5,Clothing,Hankerchief
787,B25861,44,14,3,Clothing,Hankerchief
788,B25861,56,18,2,Clothing,Hankerchief
789,B25861,216,-83,3,Electronics,Electronic Games
790,B25862,2061,701,5,Furniture,Bookcases
791,B25862,121,41,4,Clothing,Stole
792,B25862,80,3,3,Clothing,Stole
793,B25863,189,87,7,Clothing,Stole
794,B25864,100,6,4,Clothing,Stole
795,B25864,17,5,1,Clothing,Hankerchief
796,B25864,22,8,2,Clothing,Leggings
797,B25864,27,9,2,Clothing,Hankerchief
798,B25865,85,-1,3,Clothing,Saree
799,B25866,51,14,2,Clothing,Stole
800,B25867,31,14,3,Clothing,Stole
801,B25867,240,12,6,Clothing,Kurti
802,B25867,163,26,4,Clothing,Shirt
803,B25868,170,73,2,Electronics,Accessories
804,B25868,62,-1,1,Electronics,Phones
805,B25868,1118,206,2,Furniture,Tables
806,B25869,86,9,3,Clothing,Saree
807,B25870,10,4,1,Clothing,Kurti
808,B25870,845,84,7,Clothing,Saree
809,B25870,57,7,3,Furniture,Furnishings
810,B25870,473,113,9,Clothing,Hankerchief
811,B25871,118,25,4,Clothing,Hankerchief
812,B25872,57,27,2,Clothing,Shirt
813,B25873,66,12,3,Clothing,Stole
814,B25873,367,73,3,Electronics,Electronic Games
815,B25873,7,1,1,Clothing,Hankerchief
816,B25873,1275,357,2,Electronics,Phones
817,B25873,42,12,2,Clothing,Kurti
818,B25874,124,54,5,Clothing,T-shirt
819,B25875,248,8,2,Clothing,Saree
820,B25876,282,14,4,Clothing,Trousers
821,B25877,1137,568,2,Clothing,Trousers
822,B25877,269,33,5,Furniture,Chairs
823,B25877,24,8,2,Clothing,Skirt
824,B25878,165,46,3,Furniture,Furnishings
825,B25878,46,0,4,Clothing,Leggings
826,B25878,84,41,3,Clothing,T-shirt
827,B25878,140,15,5,Clothing,Stole
828,B25878,741,267,5,Furniture,Bookcases
829,B25878,719,303,6,Furniture,Chairs
830,B25879,57,28,2,Clothing,Kurti
831,B25880,108,37,2,Clothing,Stole
832,B25881,37,3,3,Clothing,Hankerchief
833,B25881,26,9,2,Clothing,Leggings
834,B25881,1351,111,6,Electronics,Electronic Games
835,B25881,2244,247,4,Clothing,Trousers
836,B25881,36,7,3,Clothing,Leggings
837,B25881,2115,23,5,Furniture,Chairs
838,B25882,121,19,4,Clothing,Stole
839,B25883,146,42,5,Clothing,Hankerchief
840,B25883,105,26,8,Clothing,Leggings
841,B25883,127,29,3,Furniture,Furnishings
842,B25883,16,-15,4,Clothing,Hankerchief
843,B25883,10,-2,2,Clothing,Leggings
844,B25884,24,2,4,Clothing,Hankerchief
845,B25885,94,27,2,Clothing,Shirt
846,B25885,394,146,2,Furniture,Bookcases
847,B25885,734,248,2,Furniture,Chairs
848,B25885,349,0,7,Clothing,Stole
849,B25886,89,17,2,Clothing,Stole
850,B25886,502,84,4,Electronics,Phones
851,B25886,63,1,4,Clothing,T-shirt
852,B25886,107,37,3,Clothing,Shirt
853,B25887,83,6,6,Clothing,Shirt
854,B25887,2125,234,6,Electronics,Printers
855,B25888,18,2,3,Clothing,Hankerchief
856,B25888,223,4,3,Electronics,Phones
857,B25888,646,213,3,Electronics,Electronic Games
858,B25889,31,10,1,Clothing,Kurti
859,B25889,119,43,7,Clothing,Kurti
860,B25889,114,11,4,Clothing,T-shirt
861,B25890,465,207,9,Clothing,Saree
862,B25891,25,2,2,Clothing,Hankerchief
863,B25891,97,36,7,Clothing,Hankerchief
864,B25891,121,41,4,Clothing,Stole
865,B25892,139,30,3,Clothing,Shirt
866,B25893,355,114,7,Clothing,Stole
867,B25893,61,11,3,Clothing,Kurti
868,B25893,149,15,3,Clothing,Saree
869,B25893,688,103,6,Electronics,Accessories
870,B25893,372,59,3,Electronics,Printers
871,B25893,223,62,7,Clothing,Shirt
872,B25893,83,12,3,Clothing,Stole
873,B25894,1246,62,3,Furniture,Bookcases
874,B25895,388,93,2,Furniture,Bookcases
875,B25896,31,11,3,Clothing,Skirt
876,B25896,42,7,2,Clothing,Kurti
877,B25896,190,68,8,Clothing,T-shirt
878,B25896,103,36,2,Clothing,Hankerchief
879,B25896,287,66,6,Clothing,Kurti
880,B25896,23,4,2,Clothing,Skirt
881,B25896,79,-2,2,Furniture,Furnishings
882,B25897,43,5,3,Clothing,Stole
883,B25897,33,10,3,Clothing,Hankerchief
884,B25897,24,11,5,Clothing,Hankerchief
885,B25897,734,213,6,Electronics,Electronic Games
886,B25898,33,13,3,Clothing,Leggings
887,B25898,499,33,4,Clothing,Saree
888,B25898,147,73,3,Clothing,Stole
889,B25898,53,5,3,Clothing,T-shirt
890,B25898,171,2,2,Electronics,Electronic Games
891,B25898,915,-99,3,Furniture,Tables
892,B25898,191,93,4,Clothing,Shirt
893,B25898,857,274,2,Furniture,Tables
894,B25899,22,9,2,Clothing,Leggings
895,B25899,28,6,4,Clothing,Skirt
896,B25899,43,17,1,Clothing,Saree
897,B25899,846,9,2,Furniture,Chairs
898,B25900,15,2,1,Clothing,Leggings
899,B25900,140,68,5,Clothing,T-shirt
900,B25900,210,62,2,Electronics,Phones
901,B25901,158,38,3,Clothing,Hankerchief
902,B25901,90,27,2,Clothing,T-shirt
903,B25901,159,2,3,Furniture,Furnishings
904,B25901,61,28,2,Clothing,Hankerchief
905,B25902,79,6,7,Clothing,Saree
906,B25902,268,6,2,Furniture,Bookcases
907,B25902,802,120,7,Electronics,Accessories
908,B25902,1700,85,3,Clothing,Trousers
909,B25902,154,26,4,Electronics,Accessories
910,B25903,455,77,8,Electronics,Accessories
911,B25903,19,8,2,Clothing,Hankerchief
912,B25903,25,11,3,Clothing,Leggings
913,B25903,37,17,3,Clothing,Hankerchief
914,B25903,60,-10,2,Furniture,Furnishings
915,B25903,204,94,4,Clothing,Hankerchief
916,B25903,74,33,2,Clothing,Shirt
917,B25903,336,57,2,Electronics,Phones
918,B25904,871,131,2,Furniture,Bookcases
919,B25904,83,12,2,Furniture,Chairs
920,B25905,152,50,6,Clothing,Stole
921,B25906,78,27,3,Clothing,Stole
922,B25907,30,11,5,Clothing,Hankerchief
923,B25908,179,25,5,Clothing,Kurti
924,B25909,168,56,3,Clothing,Saree
925,B25909,108,22,3,Electronics,Accessories
926,B25909,1622,248,3,Electronics,Phones
927,B25909,323,122,5,Electronics,Phones
928,B25909,12,2,2,Clothing,Skirt
929,B25910,125,15,5,Clothing,Shirt
930,B25910,685,7,7,Clothing,Trousers
931,B25910,850,289,5,Electronics,Electronic Games
932,B25910,1622,-624,5,Furniture,Tables
933,B25910,259,47,5,Clothing,Hankerchief
934,B25910,33,1,2,Clothing,Shirt
935,B25911,40,15,1,Clothing,Kurti
936,B25912,102,11,6,Clothing,T-shirt
937,B25913,103,21,7,Clothing,Stole
938,B25914,460,143,3,Furniture,Chairs
939,B25914,125,22,3,Clothing,Stole
940,B25915,277,3,1,Electronics,Electronic Games
941,B25916,80,26,9,Clothing,Skirt
942,B25917,100,12,2,Clothing,T-shirt
943,B25918,244,122,5,Furniture,Furnishings
944,B25919,28,4,1,Clothing,T-shirt
945,B25919,110,12,7,Clothing,Stole
946,B25919,636,204,2,Electronics,Printers
947,B25919,1599,37,6,Electronics,Electronic Games
948,B25919,977,244,7,Electronics,Phones
949,B25920,100,7,2,Clothing,T-shirt
950,B25921,170,19,5,Clothing,T-shirt
951,B25921,84,-42,2,Electronics,Accessories
952,B25921,71,-44,5,Electronics,Accessories
953,B25922,52,18,2,Clothing,Stole
954,B25923,226,58,3,Electronics,Accessories
955,B25923,484,28,3,Electronics,Printers
956,B25923,253,-11,1,Clothing,Trousers
957,B25923,3873,891,6,Electronics,Phones
958,B25924,148,54,2,Furniture,Chairs
959,B25925,27,12,1,Clothing,Stole
960,B25925,314,-41,3,Electronics,Electronic Games
961,B25925,1228,14,3,Furniture,Chairs
962,B25926,57,6,5,Clothing,Leggings
963,B25927,200,7,4,Electronics,Electronic Games
964,B25928,25,10,1,Furniture,Furnishings
965,B25928,122,15,3,Electronics,Accessories
966,B25929,1308,536,3,Furniture,Bookcases
967,B25929,216,-135,3,Furniture,Chairs
968,B25929,154,-85,3,Furniture,Chairs
969,B25930,40,13,3,Clothing,T-shirt
970,B25930,351,-94,5,Electronics,Electronic Games
971,B25930,595,119,4,Furniture,Bookcases
972,B25930,151,29,5,Clothing,Hankerchief
973,B25930,58,17,2,Clothing,Hankerchief
974,B25930,202,89,9,Clothing,T-shirt
975,B25931,73,-36,3,Furniture,Chairs
976,B25932,71,-14,4,Furniture,Furnishings
977,B25933,81,-44,3,Clothing,Stole
978,B25933,412,-412,6,Clothing,Saree
979,B25933,207,-100,2,Clothing,Saree
980,B25934,105,33,6,Clothing,Saree
981,B25935,162,20,3,Furniture,Chairs
982,B25935,150,32,3,Clothing,Hankerchief
983,B25935,1657,460,4,Furniture,Chairs
984,B25936,61,25,4,Clothing,Saree
985,B25937,1101,352,3,Furniture,Bookcases
986,B25938,61,1,2,Furniture,Furnishings
987,B25938,59,25,3,Clothing,Stole
988,B25939,61,18,2,Electronics,Accessories
989,B25939,136,41,3,Electronics,Accessories
990,B25939,469,33,4,Electronics,Electronic Games
991,B25940,55,4,2,Clothing,Stole
992,B25940,13,3,2,Clothing,Hankerchief
993,B25940,46,0,4,Clothing,Leggings
994,B25941,177,41,4,Clothing,Shirt
995,B25942,646,-23,2,Electronics,Printers
996,B25943,48,20,4,Clothing,Stole
997,B25943,26,7,4,Clothing,Hankerchief
998,B25943,149,15,3,Clothing,Saree
999,B25943,1547,340,6,Electronics,Accessories
1000,B25943,137,38,5,Clothing,Hankerchief
1001,B25944,169,38,3,Clothing,Saree
1002,B25945,245,10,2,Furniture,Bookcases
1003,B25945,60,3,3,Clothing,Saree
1004,B25945,63,14,2,Clothing,Shirt
1005,B25945,765,-36,3,Electronics,Electronic Games
1006,B25946,146,7,2,Electronics,Phones
1007,B25947,290,35,6,Clothing,Hankerchief
1008,B25947,207,33,2,Electronics,Accessories
1009,B25948,152,23,3,Furniture,Furnishings
1010,B25949,24,11,3,Clothing,Hankerchief
1011,B25949,140,57,2,Clothing,Trousers
1012,B25949,151,9,3,Clothing,Hankerchief
1013,B25950,13,4,1,Clothing,Leggings
1014,B25950,54,27,2,Clothing,Stole
1015,B25950,644,167,2,Electronics,Printers
1016,B25950,261,13,6,Clothing,Shirt
1017,B25950,1622,95,5,Electronics,Printers
1018,B25950,190,19,9,Furniture,Furnishings
1019,B25950,158,-29,10,Clothing,Hankerchief
1020,B25950,136,-33,5,Clothing,Saree
1021,B25950,133,5,5,Clothing,Stole
1022,B25951,102,13,2,Clothing,Stole
1023,B25951,50,14,1,Electronics,Electronic Games
1024,B25951,111,11,9,Clothing,Hankerchief
1025,B25951,120,23,5,Clothing,Stole
1026,B25951,40,18,1,Electronics,Accessories
1027,B25951,250,100,3,Clothing,Trousers
1028,B25951,89,29,2,Clothing,Stole
1029,B25951,30,5,2,Clothing,Kurti
1030,B25951,248,105,2,Electronics,Phones
1031,B25951,742,198,2,Furniture,Bookcases
1032,B25952,14,0,4,Clothing,Hankerchief
1033,B25952,87,32,9,Clothing,Skirt
1034,B25952,935,114,4,Electronics,Electronic Games
1035,B25952,173,69,3,Furniture,Chairs
1036,B25952,352,18,5,Clothing,Trousers
1037,B25952,147,48,3,Clothing,Saree
1038,B25952,44,14,3,Clothing,Hankerchief
1039,B25953,22,-8,4,Clothing,Hankerchief
1040,B25953,188,-193,2,Electronics,Electronic Games
1041,B25953,81,41,3,Clothing,Stole
1042,B25953,44,2,3,Clothing,Hankerchief
1043,B25953,116,22,1,Electronics,Accessories
1044,B25953,67,20,4,Clothing,T-shirt
1045,B25953,744,119,6,Electronics,Printers
1046,B25953,1218,352,9,Furniture,Bookcases
1047,B25953,87,36,5,Clothing,Stole
1048,B25954,891,0,5,Clothing,Saree
1049,B25954,146,66,1,Electronics,Phones
1050,B25954,44,10,3,Clothing,Stole
1051,B25954,27,0,2,Clothing,Leggings
1052,B25954,48,11,2,Clothing,Shirt
1053,B25954,189,60,4,Furniture,Furnishings
1054,B25954,524,-25,2,Electronics,Electronic Games
1055,B25954,148,9,1,Electronics,Electronic Games
1056,B25955,1716,309,7,Electronics,Accessories
1057,B25955,45,8,4,Clothing,Skirt
1058,B25955,39,2,2,Clothing,Saree
1059,B25955,110,20,5,Clothing,Stole
1060,B25955,54,14,3,Clothing,T-shirt
1061,B25955,954,95,3,Electronics,Printers
1062,B25955,2927,146,8,Furniture,Bookcases
1063,B25955,294,62,9,Clothing,T-shirt
1064,B25955,200,13,5,Electronics,Phones
1065,B25956,89,-37,4,Clothing,Shirt
1066,B25956,59,10,2,Clothing,Hankerchief
1067,B25956,33,10,3,Clothing,Hankerchief
1068,B25956,474,56,4,Electronics,Phones
1069,B25956,140,28,2,Electronics,Phones
1070,B25957,147,73,3,Clothing,Stole
1071,B25957,16,2,1,Clothing,Saree
1072,B25957,1157,-13,9,Furniture,Bookcases
1073,B25958,105,25,2,Clothing,Hankerchief
1074,B25958,360,32,3,Clothing,Saree
1075,B25959,252,56,2,Electronics,Phones
1076,B25959,681,259,4,Furniture,Chairs
1077,B25959,32,2,2,Clothing,Kurti
1078,B25959,132,49,3,Clothing,Shirt
1079,B25959,637,212,8,Electronics,Phones
1080,B25959,429,17,3,Furniture,Chairs
1081,B25959,82,24,6,Clothing,Hankerchief
1082,B25959,23,8,2,Clothing,Hankerchief
1083,B25960,171,-140,2,Furniture,Bookcases
1084,B25961,34,-12,5,Clothing,Leggings
1085,B25961,366,84,3,Furniture,Bookcases
1086,B25961,26,3,3,Clothing,Skirt
1087,B25961,446,53,3,Electronics,Printers
1088,B25961,48,16,3,Clothing,Shirt
1089,B25961,34,10,3,Clothing,Skirt
1090,B25962,260,68,2,Electronics,Printers
1091,B25962,312,62,1,Electronics,Electronic Games
1092,B25962,544,-152,3,Furniture,Bookcases
1093,B25963,53,8,3,Furniture,Furnishings
1094,B25964,199,0,4,Clothing,Stole
1095,B25964,89,6,5,Clothing,Saree
1096,B25964,1270,546,11,Electronics,Electronic Games
1097,B25964,346,108,3,Furniture,Chairs
1098,B25965,17,7,3,Clothing,Hankerchief
1099,B25966,510,234,6,Electronics,Electronic Games
1100,B25967,17,2,2,Clothing,Skirt
1101,B25967,119,-24,4,Furniture,Furnishings
1102,B25967,229,59,9,Clothing,Saree
1103,B25968,811,154,7,Electronics,Accessories
1104,B25969,720,43,2,Electronics,Printers
1105,B25969,2452,191,7,Furniture,Bookcases
1106,B25969,171,17,6,Clothing,T-shirt
1107,B25970,203,84,2,Electronics,Printers
1108,B25970,742,198,2,Furniture,Bookcases
1109,B25970,111,9,4,Clothing,Stole
1110,B25970,365,107,3,Electronics,Phones
1111,B25971,244,83,2,Furniture,Bookcases
1112,B25972,115,47,2,Electronics,Accessories
1113,B25973,571,108,12,Clothing,Stole
1114,B25973,398,111,8,Clothing,Hankerchief
1115,B25973,79,39,2,Clothing,Shirt
1116,B25973,39,14,5,Clothing,Leggings
1117,B25973,4141,1698,13,Electronics,Printers
1118,B25974,662,240,2,Furniture,Bookcases
1119,B25975,29,2,3,Clothing,Skirt
1120,B25976,193,8,4,Clothing,T-shirt
1121,B25977,27,1,1,Clothing,Stole
1122,B25977,74,29,3,Clothing,Stole
1123,B25977,180,54,4,Clothing,T-shirt
1124,B25978,1063,-175,4,Electronics,Electronic Games
1125,B25978,341,160,7,Clothing,Stole
1126,B25979,560,44,3,Clothing,Saree
1127,B25979,57,27,2,Clothing,Shirt
1128,B25979,284,45,2,Furniture,Bookcases
1129,B25979,12,1,2,Clothing,Hankerchief
1130,B25979,82,27,3,Clothing,Kurti
1131,B25980,22,11,3,Clothing,Kurti
1132,B25981,42,13,3,Clothing,Leggings
1133,B25981,54,12,3,Clothing,Saree
1134,B25981,62,8,2,Clothing,T-shirt
1135,B25981,245,91,2,Furniture,Bookcases
1136,B25981,867,251,5,Electronics,Phones
1137,B25981,48,2,3,Clothing,Stole
1138,B25982,13,3,1,Clothing,Leggings
1139,B25983,230,5,2,Clothing,Saree
1140,B25983,32,-12,1,Furniture,Chairs
1141,B25983,161,-229,8,Furniture,Furnishings
1142,B25983,50,-4,6,Clothing,T-shirt
1143,B25983,561,118,5,Furniture,Bookcases
1144,B25984,304,97,6,Clothing,Stole
1145,B25985,197,20,4,Clothing,Kurti
1146,B25985,108,26,4,Clothing,Shirt
1147,B25985,32,8,5,Clothing,Hankerchief
1148,B25985,44,11,4,Clothing,Stole
1149,B25986,749,307,7,Furniture,Furnishings
1150,B25986,71,4,5,Clothing,Leggings
1151,B25986,487,-23,3,Electronics,Printers
1152,B25986,918,22,9,Electronics,Electronic Games
1153,B25987,299,0,6,Clothing,Stole
1154,B25987,88,11,7,Clothing,Hankerchief
1155,B25988,79,24,9,Clothing,Skirt
1156,B25989,44,14,3,Clothing,Hankerchief
1157,B25989,10,5,1,Clothing,Stole
1158,B25989,42,15,1,Electronics,Accessories
1159,B25989,330,81,1,Furniture,Bookcases
1160,B25989,338,41,7,Clothing,Hankerchief
1161,B25990,71,32,3,Clothing,Saree
1162,B25991,188,13,7,Clothing,Shirt
1163,B25991,90,30,2,Furniture,Chairs
1164,B25991,13,5,2,Clothing,Hankerchief
1165,B25992,141,41,3,Clothing,Shirt
1166,B25993,44,8,2,Clothing,Stole
1167,B25993,610,208,3,Electronics,Printers
1168,B25993,4363,305,5,Furniture,Tables
1169,B25993,414,199,3,Electronics,Phones
1170,B25993,221,26,7,Furniture,Furnishings
1171,B25993,201,32,4,Furniture,Furnishings
1172,B25993,173,86,1,Electronics,Printers
1173,B25994,196,-7,5,Electronics,Phones
1174,B25995,1314,342,3,Furniture,Bookcases
1175,B25996,62,6,6,Clothing,Skirt
1176,B25996,31,2,2,Clothing,Hankerchief
1177,B25996,217,72,2,Furniture,Furnishings
1178,B25996,286,140,6,Clothing,Shirt
1179,B25996,333,50,2,Electronics,Phones
1180,B25996,47,1,2,Clothing,Stole
1181,B25996,18,4,1,Clothing,Saree
1182,B25997,16,6,3,Clothing,Hankerchief
1183,B25997,231,99,2,Electronics,Electronic Games
1184,B25997,2292,127,7,Furniture,Bookcases
1185,B25997,48,15,1,Clothing,Hankerchief
1186,B25998,50,-28,5,Furniture,Furnishings
1187,B25999,26,-17,1,Clothing,Stole
1188,B25999,93,-65,4,Clothing,Stole
1189,B25999,152,-3,5,Clothing,Saree
1190,B25999,51,-49,2,Electronics,Electronic Games
1191,B25999,352,74,8,Clothing,Stole
1192,B25999,129,11,2,Electronics,Phones
1193,B25999,223,62,7,Clothing,Shirt
1194,B25999,770,323,3,Electronics,Accessories
1195,B25999,222,74,5,Clothing,Hankerchief
1196,B25999,215,-30,2,Clothing,Saree
1197,B25999,109,40,1,Furniture,Furnishings
1198,B26000,43,9,4,Clothing,Skirt
1199,B26000,676,151,3,Electronics,Printers
1200,B26000,597,93,4,Furniture,Chairs
1201,B26001,13,0,2,Clothing,Hankerchief
1202,B26001,149,17,4,Furniture,Furnishings
1203,B26001,8,2,2,Clothing,Skirt
1204,B26001,50,9,6,Clothing,Skirt
1205,B26002,80,22,3,Clothing,Stole
1206,B26002,276,52,5,Clothing,Saree
1207,B26002,71,19,3,Clothing,T-shirt
1208,B26002,141,7,7,Clothing,Saree
1209,B26002,113,28,2,Clothing,Saree
1210,B26003,315,-8,3,Furniture,Chairs
1211,B26003,128,47,4,Clothing,Hankerchief
1212,B26003,652,13,6,Furniture,Furnishings
1213,B26003,114,41,6,Furniture,Furnishings
1214,B26003,79,16,3,Clothing,T-shirt
1215,B26003,498,-116,4,Clothing,Saree
1216,B26003,1745,122,2,Furniture,Tables
1217,B26003,17,2,2,Clothing,Skirt
1218,B26004,147,44,3,Clothing,Saree
1219,B26004,162,73,2,Electronics,Electronic Games
1220,B26005,87,10,3,Clothing,Stole
1221,B26006,1301,573,5,Electronics,Accessories
1222,B26007,311,72,2,Furniture,Bookcases
1223,B26008,22,4,1,Clothing,Stole
1224,B26008,206,51,4,Clothing,Hankerchief
